"","Player","Score","Time"
"2590","Mike Friedman",789,15
"2591","Olga Treischl",789,20
"2592","Sandra Toble",789,6
"2593","Sissy Welch",789,16
"2594","Gerry Walsh",790,8
"2595","Gunnar Weimar",791,6
"2596","Olga Treischl",795,9
"2597","Sami Carlson",802,23
"2598","Sami Carlson",457,8
"2599","Gunnar Weimar",802,4
"2600","Erik Warsky",802,13
"2601","Erik Warsky",802,7
"2602","Sissy Welch",802,12
"2603","Sissy Welch",802,15
"2604","Olov Rasmussen",802,13
"2605","Olov Rasmussen",802,12
"2606","Viky Moreux",803,15
"2607","Nelly Fleming",804,18
"2608","Olga Treischl",812,8
"2609","Nelly Fleming",813,18
"2610","Gerry Walsh",814,17
"2611","Sissy Welch",814,9
"2612","Viky Moreux",814,16
"2613","Gerry Walsh",814,21
"2614","Sandra Toble",816,3
"2615","Olov Rasmussen",816,15
"2616","Erik Warsky",816,9
"2617","Sandra Toble",816,5
"2618","Sandra Toble",816,15
"2619","Erik Warsky",816,19
"2620","Viky Moreux",816,25
"2621","Olov Rasmussen",816,22
"2622","Sissy Welch",816,24
"2623","Viky Moreux",821,14
"2624","Mike Friedman",828,5
"2625","Viky Moreux",832,7
"2626","Mike Friedman",462,5
"2627","Sami Carlson",462,24
"2628","Olov Rasmussen",462,8
"2629","Sami Carlson",837,13
"2630","Olga Treischl",837,4
"2631","Gerry Walsh",837,23
"2632","Olga Treischl",838,15
"2633","Sissy Welch",838,17
"2634","Viky Moreux",842,8
"2635","Viky Moreux",844,21
"2636","Sami Carlson",844,19
"2637","Nelly Fleming",844,4
"2638","Gunnar Weimar",844,20
"2639","Mike Friedman",844,23
"2640","Olov Rasmussen",844,25
"2641","Gunnar Weimar",844,8
"2642","Gerry Walsh",844,18
"2643","Gerry Walsh",844,22
"2644","Mike Friedman",844,17
"2645","Sissy Welch",844,13
"2646","Olga Treischl",844,8
"2647","Nelly Fleming",844,11
"2648","Olga Treischl",844,15
"2649","Gerry Walsh",844,12
"2650","Gerry Walsh",846,12
"2651","Viky Moreux",850,6
"2652","Gunnar Weimar",853,5
"2653","Gerry Walsh",465,7
"2654","Sissy Welch",465,10
"2655","Sami Carlson",862,18
"2656","Mike Friedman",862,24
"2657","Olga Treischl",862,24
"2658","Olga Treischl",862,25
"2659","Olga Treischl",863,23
"2660","Nelly Fleming",863,25
"2661","Sami Carlson",863,19
"2662","Olov Rasmussen",863,3
"2663","Mike Friedman",865,16
"2664","Olov Rasmussen",872,12
"2665","Sandra Toble",872,19
"2666","Olga Treischl",872,8
"2667","Sissy Welch",872,12
"2668","Mike Friedman",873,16
"2669","Gerry Walsh",873,8
"2670","Viky Moreux",874,22
"2671","Viky Moreux",878,7
"2672","Viky Moreux",878,23
"2673","Olga Treischl",878,19
"2674","Erik Warsky",878,25
"2675","Mike Friedman",878,12
"2676","Olga Treischl",878,3
"2677","Erik Warsky",879,6
"2678","Sami Carlson",885,16
"2679","Nelly Fleming",885,19
"2680","Gerry Walsh",886,23
"2681","Sami Carlson",886,15
"2682","Viky Moreux",886,10
"2683","Gunnar Weimar",886,17
"2684","Gerry Walsh",886,10
"2685","Sami Carlson",886,9
"2686","Gunnar Weimar",886,23
"2687","Sami Carlson",886,17
"2688","Sissy Welch",886,16
"2689","Gunnar Weimar",895,17
"2690","Sami Carlson",895,13
"2691","Olov Rasmussen",895,13
"2692","Gerry Walsh",473,18
"2693","Olga Treischl",473,8
"2694","Gunnar Weimar",473,18
"2695","Olga Treischl",473,16
"2696","Erik Warsky",473,12
"2697","Gunnar Weimar",907,15
"2698","Nelly Fleming",911,8
"2699","Viky Moreux",911,21
"2700","Mike Friedman",911,18
"2701","Sissy Welch",911,12
"2702","Erik Warsky",911,10
"2703","Olga Treischl",911,19
"2704","Mike Friedman",911,21
"2705","Mike Friedman",911,5
"2706","Olov Rasmussen",911,5
"2707","Gerry Walsh",916,23
"2708","Erik Warsky",476,20
"2709","Erik Warsky",477,13
"2710","Viky Moreux",936,25
"2711","Gunnar Weimar",477,15
"2712","Olov Rasmussen",940,16
"2713","Viky Moreux",942,24
"2714","Olov Rasmussen",942,12
"2715","Sissy Welch",942,17
"2716","Gerry Walsh",942,15
"2717","Viky Moreux",945,8
"2718","Sissy Welch",945,24
"2719","Olov Rasmussen",945,12
"2720","Olov Rasmussen",945,17
"2721","Mike Friedman",949,6
"2722","Gunnar Weimar",956,14
"2723","Olov Rasmussen",956,13
"2724","Gunnar Weimar",956,20
"2725","Viky Moreux",957,19
"2726","Sissy Welch",484,17
"2727","Mike Friedman",979,6
"2728","Sandra Toble",984,3
"2729","Nelly Fleming",984,21
"2730","Nelly Fleming",1000,22
"2731","Olov Rasmussen",1006,6
"2732","Erik Warsky",1009,12
"2733","Gerry Walsh",1013,8
"2734","Gunnar Weimar",1013,16
"2735","Gerry Walsh",1013,12
"2736","Olga Treischl",1013,4
"2737","Olga Treischl",1013,16
"2738","Mike Friedman",1013,21
"2739","Olov Rasmussen",1013,19
"2740","Gunnar Weimar",1013,6
"2741","Olov Rasmussen",1013,19
"2742","Sandra Toble",1013,10
"2743","Olga Treischl",1013,18
"2744","Nelly Fleming",1013,9
"2745","Olga Treischl",1013,23
"2746","Viky Moreux",384,20
"2747","Sami Carlson",384,24
"2748","Sami Carlson",489,20
"2749","Viky Moreux",489,14
"2750","Gunnar Weimar",1041,21
"2751","Sissy Welch",1046,8
"2752","Gunnar Weimar",1046,22
"2753","Erik Warsky",1046,5
"2754","Gerry Walsh",1046,9
"2755","Sami Carlson",1046,12
"2756","Olov Rasmussen",1046,11
"2757","Olov Rasmussen",1046,15
"2758","Gunnar Weimar",1046,7
"2759","Gerry Walsh",1051,5
"2760","Gunnar Weimar",489,21
"2761","Olga Treischl",1069,15
"2762","Viky Moreux",491,4
"2763","Viky Moreux",491,13
"2764","Erik Warsky",491,10
"2765","Nelly Fleming",491,19
"2766","Gerry Walsh",1071,21
"2767","Viky Moreux",491,14
"2768","Nelly Fleming",1085,21
"2769","Olga Treischl",1102,23
"2770","Olov Rasmussen",1122,21
"2771","Erik Warsky",495,19
"2772","Sandra Toble",496,4
"2773","Olov Rasmussen",1130,22
"2774","Nelly Fleming",499,9
"2775","Olov Rasmussen",1188,19
"2776","Olga Treischl",1208,11
"2777","Olga Treischl",500,21
"2778","Gerry Walsh",389,5
"2779","Sissy Welch",389,16
"2780","Sandra Toble",504,13
"2781","Olov Rasmussen",1239,6
"2782","Sami Carlson",1252,19
"2783","Erik Warsky",504,13
"2784","Olov Rasmussen",505,15
"2785","Viky Moreux",506,20
"2786","Erik Warsky",506,5
"2787","Gunnar Weimar",506,14
"2788","Sami Carlson",506,12
"2789","Sami Carlson",506,7
"2790","Olga Treischl",507,15
"2791","Erik Warsky",507,21
"2792","Erik Warsky",511,20
"2793","Olov Rasmussen",513,4
"2794","Sissy Welch",393,10
"2795","Nelly Fleming",394,5
"2796","Viky Moreux",394,11
"2797","Erik Warsky",524,23
"2798","Gunnar Weimar",524,5
"2799","Gerry Walsh",524,21
"2800","Gunnar Weimar",524,18
"2801","Olov Rasmussen",525,15
"2802","Sissy Welch",526,7
"2803","Olga Treischl",526,16
"2804","Erik Warsky",526,17
"2805","Gunnar Weimar",526,13
"2806","Sami Carlson",526,8
"2807","Viky Moreux",526,11
"2808","Mike Friedman",526,11
"2809","Gunnar Weimar",526,6
"2810","Sissy Welch",526,21
"2811","Sissy Welch",526,16
"2812","Gerry Walsh",394,24
"2813","Sami Carlson",394,8
"2814","Gerry Walsh",394,21
"2815","Olov Rasmussen",1917,14
"2816","Sandra Toble",532,22
"2817","Nelly Fleming",533,14
"2818","Gerry Walsh",533,24
"2819","Nelly Fleming",533,15
"2820","Mike Friedman",540,12
"2821","Erik Warsky",540,20
"2822","Nelly Fleming",540,25
"2823","Olov Rasmussen",540,4
"2824","Viky Moreux",540,24
"2825","Sandra Toble",540,20
"2826","Nelly Fleming",540,4
"2827","Sami Carlson",541,6
"2828","Mike Friedman",544,8
"2829","Sissy Welch",544,9
"2830","Viky Moreux",544,5
"2831","Gunnar Weimar",544,22
"2832","Gunnar Weimar",544,16
"2833","Erik Warsky",544,21
"2834","Sissy Welch",544,8
"2835","Sandra Toble",545,18
"2836","Olga Treischl",545,20
"2837","Viky Moreux",545,5
"2838","Erik Warsky",550,4
"2839","Sandra Toble",552,3
"2840","Mike Friedman",552,12
"2841","Gerry Walsh",552,24
"2842","Nelly Fleming",552,14
"2843","Mike Friedman",552,10
"2844","Sami Carlson",552,11
"2845","Viky Moreux",552,7
"2846","Olga Treischl",357,3
"2847","Nelly Fleming",405,7
"2848","Olga Treischl",554,18
"2849","Gunnar Weimar",554,17
"2850","Sissy Welch",554,10
"2851","Sandra Toble",558,10
"2852","Mike Friedman",558,17
"2853","Nelly Fleming",558,8
"2854","Mike Friedman",558,24
"2855","Gunnar Weimar",559,16
"2856","Sandra Toble",561,21
"2857","Olga Treischl",561,21
"2858","Erik Warsky",561,14
"2859","Olga Treischl",561,24
"2860","Sandra Toble",561,10
"2861","Gunnar Weimar",561,7
"2862","Viky Moreux",561,19
"2863","Erik Warsky",562,17
"2864","Sissy Welch",407,3
"2865","Sami Carlson",408,16
"2866","Nelly Fleming",408,15
"2867","Olga Treischl",408,16
"2868","Sami Carlson",570,24
"2869","Sissy Welch",571,17
"2870","Gerry Walsh",571,19
"2871","Olga Treischl",571,16
"2872","Olga Treischl",571,13
"2873","Nelly Fleming",571,24
"2874","Mike Friedman",573,4
"2875","Mike Friedman",573,24
"2876","Sandra Toble",573,17
"2877","Mike Friedman",574,16
"2878","Erik Warsky",574,23
"2879","Mike Friedman",412,25
"2880","Mike Friedman",579,24
"2881","Viky Moreux",581,22
"2882","Mike Friedman",583,18
"2883","Sami Carlson",585,6
"2884","Sandra Toble",587,23
"2885","Gerry Walsh",587,16
"2886","Gerry Walsh",414,17
"2887","Sami Carlson",592,9
"2888","Gunnar Weimar",592,22
"2889","Olga Treischl",593,21
"2890","Sami Carlson",595,18
"2891","Viky Moreux",601,16
"2892","Mike Friedman",603,13
"2893","Olov Rasmussen",603,18
"2894","Erik Warsky",605,19
"2895","Gunnar Weimar",605,24
"2896","Sandra Toble",605,4
"2897","Olov Rasmussen",605,19
"2898","Sissy Welch",605,3
"2899","Olga Treischl",605,18
"2900","Nelly Fleming",605,21
"2901","Sissy Welch",605,12
"2902","Sami Carlson",605,14
"2903","Nelly Fleming",605,8
"2904","Sandra Toble",605,14
"2905","Nelly Fleming",605,9
"2906","Gerry Walsh",605,3
"2907","Viky Moreux",605,23
"2908","Olga Treischl",605,23
"2909","Nelly Fleming",605,13
"2910","Sami Carlson",605,15
"2911","Sissy Welch",605,12
"2912","Sami Carlson",608,16
"2913","Sissy Welch",608,24
"2914","Sissy Welch",608,11
"2915","Mike Friedman",608,20
"2916","Nelly Fleming",609,6
"2917","Olga Treischl",421,7
"2918","Gerry Walsh",421,24
"2919","Olga Treischl",609,10
"2920","Sandra Toble",612,11
"2921","Gerry Walsh",612,22
"2922","Viky Moreux",612,13
"2923","Nelly Fleming",612,21
"2924","Mike Friedman",615,23
"2925","Sandra Toble",618,6
"2926","Sami Carlson",621,3
"2927","Nelly Fleming",621,4
"2928","Olov Rasmussen",621,9
"2929","Sandra Toble",622,4
"2930","Mike Friedman",624,10
"2931","Sandra Toble",624,25
"2932","Gunnar Weimar",624,21
"2933","Sami Carlson",421,17
"2934","Gunnar Weimar",625,10
"2935","Sami Carlson",625,17
"2936","Mike Friedman",625,14
"2937","Olga Treischl",625,22
"2938","Olga Treischl",625,15
"2939","Olov Rasmussen",625,20
"2940","Gunnar Weimar",625,5
"2941","Olga Treischl",626,22
"2942","Erik Warsky",626,16
"2943","Nelly Fleming",628,17
"2944","Erik Warsky",630,14
"2945","Sissy Welch",631,3
"2946","Viky Moreux",631,12
"2947","Sami Carlson",631,14
"2948","Viky Moreux",422,20
"2949","Nelly Fleming",422,11
"2950","Mike Friedman",422,22
"2951","Erik Warsky",422,21
"2952","Gunnar Weimar",422,6
"2953","Gunnar Weimar",422,19
"2954","Sissy Welch",635,5
"2955","Viky Moreux",638,21
"2956","Nelly Fleming",640,16
"2957","Mike Friedman",640,4
"2958","Olov Rasmussen",640,8
"2959","Gunnar Weimar",641,18
"2960","Gunnar Weimar",641,8
"2961","Sissy Welch",641,9
"2962","Mike Friedman",642,13
"2963","Sissy Welch",642,10
"2964","Olga Treischl",645,12
"2965","Erik Warsky",648,7
"2966","Nelly Fleming",648,4
"2967","Erik Warsky",648,8
"2968","Olga Treischl",648,9
"2969","Olov Rasmussen",648,22
"2970","Nelly Fleming",651,17
"2971","Sissy Welch",651,16
"2972","Viky Moreux",651,22
"2973","Sandra Toble",652,10
"2974","Olga Treischl",653,12
"2975","Sami Carlson",658,9
"2976","Mike Friedman",658,15
"2977","Erik Warsky",658,19
"2978","Sissy Welch",658,19
"2979","Olov Rasmussen",658,9
"2980","Gunnar Weimar",658,4
"2981","Nelly Fleming",658,8
"2982","Olov Rasmussen",658,6
"2983","Gerry Walsh",658,9
"2984","Sami Carlson",658,12
"2985","Sissy Welch",658,19
"2986","Sami Carlson",658,18
"2987","Gunnar Weimar",658,18
"2988","Sandra Toble",658,13
"2989","Gerry Walsh",660,21
"2990","Sissy Welch",661,22
"2991","Viky Moreux",662,23
"2992","Viky Moreux",663,18
"2993","Olov Rasmussen",664,9
"2994","Gerry Walsh",665,11
"2995","Gunnar Weimar",665,21
"2996","Mike Friedman",665,13
"2997","Viky Moreux",665,4
"2998","Olov Rasmussen",665,18
"2999","Sissy Welch",665,12
"3000","Mike Friedman",665,4
"3001","Sandra Toble",367,23
"3002","Sissy Welch",432,20
"3003","Nelly Fleming",432,24
"3004","Mike Friedman",432,8
"3005","Mike Friedman",670,15
"3006","Olov Rasmussen",670,14
"3007","Gerry Walsh",670,3
"3008","Viky Moreux",671,8
"3009","Nelly Fleming",671,20
"3010","Viky Moreux",673,21
"3011","Gerry Walsh",673,8
"3012","Erik Warsky",673,20
"3013","Viky Moreux",673,10
"3014","Olov Rasmussen",675,22
"3015","Sami Carlson",675,10
"3016","Olov Rasmussen",675,3
"3017","Sami Carlson",675,24
"3018","Nelly Fleming",675,23
"3019","Sami Carlson",675,22
"3020","Mike Friedman",675,20
"3021","Sissy Welch",675,19
"3022","Sissy Welch",675,17
"3023","Sami Carlson",675,7
"3024","Olga Treischl",675,12
"3025","Viky Moreux",675,22
"3026","Viky Moreux",675,5
"3027","Mike Friedman",678,17
"3028","Olov Rasmussen",679,9
"3029","Nelly Fleming",680,24
"3030","Olga Treischl",680,9
"3031","Sandra Toble",680,13
"3032","Erik Warsky",680,8
"3033","Olov Rasmussen",680,21
"3034","Sissy Welch",680,18
"3035","Mike Friedman",680,16
"3036","Mike Friedman",680,20
"3037","Nelly Fleming",680,4
"3038","Sami Carlson",680,17
"3039","Gunnar Weimar",683,19
"3040","Viky Moreux",684,20
"3041","Olov Rasmussen",684,17
"3042","Mike Friedman",684,4
"3043","Olov Rasmussen",684,7
"3044","Viky Moreux",684,23
"3045","Erik Warsky",684,18
"3046","Nelly Fleming",435,18
"3047","Viky Moreux",435,9
"3048","Nelly Fleming",435,8
"3049","Gerry Walsh",435,8
"3050","Olov Rasmussen",691,23
"3051","Gunnar Weimar",694,15
"3052","Gunnar Weimar",694,18
"3053","Nelly Fleming",694,19
"3054","Viky Moreux",696,9
"3055","Viky Moreux",436,15
"3056","Olga Treischl",698,21
"3057","Erik Warsky",698,25
"3058","Sami Carlson",698,11
"3059","Mike Friedman",698,13
"3060","Gunnar Weimar",698,15
"3061","Nelly Fleming",698,11
"3062","Erik Warsky",698,14
"3063","Olov Rasmussen",698,6
"3064","Sissy Welch",698,14
"3065","Nelly Fleming",698,17
"3066","Gerry Walsh",702,8
"3067","Sami Carlson",705,9
"3068","Nelly Fleming",705,12
"3069","Gunnar Weimar",707,24
"3070","Nelly Fleming",707,10
"3071","Gerry Walsh",707,9
"3072","Sissy Welch",707,3
"3073","Olov Rasmussen",707,18
"3074","Olga Treischl",709,12
"3075","Sandra Toble",709,15
"3076","Viky Moreux",709,24
"3077","Olga Treischl",709,4
"3078","Nelly Fleming",709,15
"3079","Sami Carlson",709,20
"3080","Viky Moreux",709,20
"3081","Olga Treischl",709,14
"3082","Erik Warsky",709,10
"3083","Olga Treischl",710,25
"3084","Mike Friedman",710,5
"3085","Viky Moreux",710,14
"3086","Olov Rasmussen",710,8
"3087","Gerry Walsh",710,12
"3088","Sandra Toble",710,11
"3089","Viky Moreux",710,10
"3090","Gunnar Weimar",710,22
"3091","Viky Moreux",710,16
"3092","Gunnar Weimar",710,8
"3093","Mike Friedman",710,13
"3094","Nelly Fleming",710,18
"3095","Mike Friedman",710,7
"3096","Mike Friedman",710,13
"3097","Nelly Fleming",446,8
"3098","Olov Rasmussen",720,6
"3099","Nelly Fleming",720,11
"3100","Mike Friedman",720,24
"3101","Nelly Fleming",720,13
"3102","Olov Rasmussen",720,18
"3103","Sandra Toble",720,4
"3104","Nelly Fleming",720,10
"3105","Sami Carlson",728,5
"3106","Olov Rasmussen",730,24
"3107","Gerry Walsh",730,6
"3108","Sandra Toble",731,21
"3109","Mike Friedman",731,19
"3110","Sissy Welch",732,19
"3111","Viky Moreux",732,22
"3112","Mike Friedman",732,4
"3113","Sami Carlson",732,13
"3114","Olov Rasmussen",732,17
"3115","Sandra Toble",734,10
"3116","Gunnar Weimar",734,20
"3117","Sami Carlson",734,7
"3118","Viky Moreux",734,11
"3119","Viky Moreux",734,7
"3120","Mike Friedman",734,17
"3121","Sandra Toble",734,9
"3122","Olov Rasmussen",447,9
"3123","Mike Friedman",742,22
"3124","Gerry Walsh",743,12
"3125","Gunnar Weimar",747,8
"3126","Viky Moreux",749,13
"3127","Sandra Toble",752,6
"3128","Olov Rasmussen",752,17
"3129","Viky Moreux",753,18
"3130","Erik Warsky",753,17
"3131","Sissy Welch",754,17
"3132","Gunnar Weimar",755,13
"3133","Olov Rasmussen",756,10
"3134","Gerry Walsh",758,21
"3135","Olov Rasmussen",761,21
"3136","Sissy Welch",761,4
"3137","Nelly Fleming",764,6
"3138","Olov Rasmussen",764,21
"3139","Erik Warsky",764,7
"3140","Gerry Walsh",764,6
"3141","Nelly Fleming",764,15
"3142","Sami Carlson",764,13
"3143","Erik Warsky",764,22
"3144","Sissy Welch",764,23
"3145","Nelly Fleming",766,11
"3146","Gunnar Weimar",766,11
"3147","Gerry Walsh",766,13
"3148","Olga Treischl",766,10
"3149","Mike Friedman",367,25
"3150","Sandra Toble",368,8
"3151","Olga Treischl",450,6
"3152","Nelly Fleming",450,13
"3153","Viky Moreux",450,8
"3154","Gunnar Weimar",450,24
"3155","Gunnar Weimar",775,9
"3156","Gerry Walsh",776,14
"3157","Viky Moreux",776,12
"3158","Sissy Welch",776,12
"3159","Gunnar Weimar",776,19
"3160","Gerry Walsh",776,13
"3161","Sandra Toble",776,21
"3162","Nelly Fleming",776,21
"3163","Erik Warsky",776,6
"3164","Sami Carlson",776,6
"3165","Erik Warsky",776,23
"3166","Olov Rasmussen",776,11
"3167","Gerry Walsh",776,25
"3168","Mike Friedman",776,4
"3169","Sissy Welch",776,8
"3170","Nelly Fleming",776,9
"3171","Sami Carlson",776,6
"3172","Sami Carlson",776,19
"3173","Nelly Fleming",452,7
"3174","Gunnar Weimar",776,24
"3175","Gerry Walsh",776,6
"3176","Olga Treischl",776,7
"3177","Viky Moreux",777,6
"3178","Sami Carlson",779,25
"3179","Sami Carlson",780,4
"3180","Mike Friedman",789,23
"3181","Mike Friedman",789,17
"3182","Sissy Welch",789,5
"3183","Olov Rasmussen",454,13
"3184","Olga Treischl",789,17
"3185","Gunnar Weimar",789,20
"3186","Sandra Toble",789,8
"3187","Gerry Walsh",789,17
"3188","Sandra Toble",789,14
"3189","Gerry Walsh",789,5
"3190","Viky Moreux",798,15
"3191","Sandra Toble",801,19
"3192","Viky Moreux",802,6
"3193","Gunnar Weimar",802,20
"3194","Sami Carlson",457,22
"3195","Sami Carlson",457,24
"3196","Erik Warsky",802,18
"3197","Olga Treischl",802,12
"3198","Nelly Fleming",802,17
"3199","Sami Carlson",802,7
"3200","Sissy Welch",802,6
"3201","Sandra Toble",802,17
"3202","Olov Rasmussen",804,24
"3203","Olga Treischl",804,21
"3204","Gunnar Weimar",808,12
"3205","Sandra Toble",461,16
"3206","Sissy Welch",814,11
"3207","Gerry Walsh",814,8
"3208","Gunnar Weimar",814,5
"3209","Sandra Toble",814,9
"3210","Olov Rasmussen",814,3
"3211","Nelly Fleming",814,14
"3212","Nelly Fleming",814,3
"3213","Sandra Toble",814,14
"3214","Gunnar Weimar",814,18
"3215","Gerry Walsh",816,16
"3216","Olov Rasmussen",816,4
"3217","Erik Warsky",816,9
"3218","Erik Warsky",817,13
"3219","Sami Carlson",819,14
"3220","Gerry Walsh",824,7
"3221","Viky Moreux",825,7
"3222","Sami Carlson",828,19
"3223","Mike Friedman",830,15
"3224","Mike Friedman",832,4
"3225","Sissy Welch",835,9
"3226","Sandra Toble",837,8
"3227","Mike Friedman",842,23
"3228","Viky Moreux",844,5
"3229","Olov Rasmussen",844,7
"3230","Nelly Fleming",844,11
"3231","Sissy Welch",844,14
"3232","Nelly Fleming",844,18
"3233","Sandra Toble",844,19
"3234","Sami Carlson",844,21
"3235","Mike Friedman",844,22
"3236","Sandra Toble",844,19
"3237","Viky Moreux",844,23
"3238","Erik Warsky",844,20
"3239","Viky Moreux",844,16
"3240","Viky Moreux",844,24
"3241","Nelly Fleming",844,20
"3242","Olov Rasmussen",844,17
"3243","Sandra Toble",464,12
"3244","Gerry Walsh",464,11
"3245","Nelly Fleming",846,24
"3246","Olga Treischl",848,13
"3247","Viky Moreux",850,7
"3248","Olov Rasmussen",853,14
"3249","Sandra Toble",854,12
"3250","Erik Warsky",854,21
"3251","Gerry Walsh",857,10
"3252","Nelly Fleming",465,4
"3253","Sandra Toble",862,5
"3254","Gunnar Weimar",862,13
"3255","Sandra Toble",863,14
"3256","Erik Warsky",863,5
"3257","Sissy Welch",863,22
"3258","Gerry Walsh",863,5
"3259","Olov Rasmussen",863,22
"3260","Olga Treischl",864,5
"3261","Sandra Toble",864,8
"3262","Sandra Toble",868,3
"3263","Gerry Walsh",871,21
"3264","Nelly Fleming",470,12
"3265","Sami Carlson",872,21
"3266","Sandra Toble",872,10
"3267","Nelly Fleming",872,6
"3268","Sami Carlson",872,12
"3269","Sami Carlson",872,14
"3270","Erik Warsky",872,17
"3271","Gunnar Weimar",872,19
"3272","Sissy Welch",872,15
"3273","Sandra Toble",872,5
"3274","Mike Friedman",873,19
"3275","Gunnar Weimar",873,19
"3276","Gunnar Weimar",877,24
"3277","Sami Carlson",878,25
"3278","Gerry Walsh",878,21
"3279","Gunnar Weimar",878,10
"3280","Mike Friedman",878,22
"3281","Gunnar Weimar",878,10
"3282","Olga Treischl",878,17
"3283","Sami Carlson",884,6
"3284","Olga Treischl",885,18
"3285","Nelly Fleming",886,12
"3286","Gerry Walsh",886,18
"3287","Gunnar Weimar",886,14
"3288","Sissy Welch",886,4
"3289","Sami Carlson",886,21
"3290","Olov Rasmussen",886,13
"3291","Nelly Fleming",890,12
"3292","Sami Carlson",891,17
"3293","Mike Friedman",891,6
"3294","Sami Carlson",895,9
"3295","Nelly Fleming",895,4
"3296","Gunnar Weimar",895,12
"3297","Olov Rasmussen",895,17
"3298","Sissy Welch",895,12
"3299","Viky Moreux",473,17
"3300","Gerry Walsh",473,16
"3301","Olov Rasmussen",900,21
"3302","Gunnar Weimar",903,16
"3303","Erik Warsky",905,23
"3304","Sandra Toble",907,7
"3305","Nelly Fleming",907,5
"3306","Sandra Toble",907,4
"3307","Sami Carlson",907,12
"3308","Mike Friedman",473,14
"3309","Sandra Toble",473,5
"3310","Sami Carlson",473,17
"3311","Olov Rasmussen",907,12
"3312","Viky Moreux",911,5
"3313","Sandra Toble",911,14
"3314","Olga Treischl",911,3
"3315","Olga Treischl",911,10
"3316","Sami Carlson",911,18
"3317","Olga Treischl",911,20
"3318","Erik Warsky",911,13
"3319","Viky Moreux",911,17
"3320","Olov Rasmussen",911,12
"3321","Sandra Toble",911,24
"3322","Viky Moreux",911,12
"3323","Gerry Walsh",911,23
"3324","Gunnar Weimar",912,12
"3325","Mike Friedman",914,19
"3326","Olga Treischl",914,12
"3327","Sissy Welch",914,20
"3328","Mike Friedman",918,15
"3329","Nelly Fleming",475,6
"3330","Mike Friedman",475,24
"3331","Sandra Toble",475,10
"3332","Olga Treischl",476,6
"3333","Viky Moreux",924,6
"3334","Olov Rasmussen",924,18
"3335","Sandra Toble",933,10
"3336","Erik Warsky",477,18
"3337","Gerry Walsh",936,15
"3338","Nelly Fleming",942,23
"3339","Gunnar Weimar",942,7
"3340","Olga Treischl",942,24
"3341","Gerry Walsh",942,11
"3342","Viky Moreux",942,8
"3343","Viky Moreux",942,11
"3344","Sandra Toble",942,21
"3345","Viky Moreux",943,12
"3346","Sissy Welch",NA,14
"3347","Erik Warsky",947,7
"3348","Viky Moreux",477,7
"3349","Olga Treischl",949,18
"3350","Viky Moreux",949,7
"3351","Sami Carlson",954,11
"3352","Gunnar Weimar",954,13
"3353","Olga Treischl",956,14
"3354","Gerry Walsh",956,15
"3355","Sissy Welch",956,17
"3356","Sandra Toble",956,18
"3357","Sissy Welch",956,17
"3358","Gunnar Weimar",965,12
"3359","Erik Warsky",972,15
"3360","Sissy Welch",977,23
"3361","Sami Carlson",977,9
"3362","Viky Moreux",979,6
"3363","Gunnar Weimar",982,11
"3364","Viky Moreux",988,9
"3365","Gunnar Weimar",988,10
"3366","Olov Rasmussen",995,16
"3367","Gunnar Weimar",486,10
"3368","Mike Friedman",1012,21
"3369","Sandra Toble",1013,10
"3370","Sami Carlson",1013,24
"3371","Erik Warsky",1013,15
"3372","Olov Rasmussen",1013,7
"3373","Sami Carlson",1013,21
"3374","Gerry Walsh",1013,14
"3375","Mike Friedman",1013,5
"3376","Olga Treischl",1013,15
"3377","Gunnar Weimar",1013,10
"3378","Olov Rasmussen",382,24
"3379","Viky Moreux",487,19
"3380","Nelly Fleming",1020,5
"3381","Gunnar Weimar",1020,17
"3382","Sami Carlson",1028,22
"3383","Olov Rasmussen",489,5
"3384","Mike Friedman",1041,9
"3385","Sandra Toble",1041,15
"3386","Nelly Fleming",1041,21
"3387","Olga Treischl",1041,11
"3388","Sissy Welch",1041,13
"3389","Gerry Walsh",1041,8
"3390","Gerry Walsh",1046,11
"3391","Nelly Fleming",1046,17
"3392","Olga Treischl",1046,13
"3393","Olov Rasmussen",1046,9
"3394","Nelly Fleming",1046,12
"3395","Gerry Walsh",1053,24
"3396","Gerry Walsh",1060,4
"3397","Gunnar Weimar",491,14
"3398","Gerry Walsh",491,23
"3399","Nelly Fleming",491,20
"3400","Gerry Walsh",491,24
"3401","Erik Warsky",491,19
"3402","Viky Moreux",1071,23
"3403","Olov Rasmussen",1075,18
"3404","Gerry Walsh",1080,9
"3405","Sissy Welch",491,11
"3406","Sami Carlson",492,6
"3407","Gerry Walsh",1114,8
"3408","Sami Carlson",1116,21
"3409","Sami Carlson",1125,11
"3410","Viky Moreux",493,15
"3411","Mike Friedman",1133,21
"3412","Nelly Fleming",1140,6
"3413","Olov Rasmussen",497,13
"3414","Erik Warsky",498,23
"3415","Gunnar Weimar",1168,3
"3416","Gerry Walsh",499,25
"3417","Olga Treischl",499,5
"3418","Nelly Fleming",499,10
"3419","Nelly Fleming",500,8
"3420","Gerry Walsh",1208,9
"3421","Mike Friedman",500,17
"3422","Erik Warsky",500,5
"3423","Sandra Toble",503,14
"3424","Nelly Fleming",505,13
"3425","Viky Moreux",1319,15
"3426","Erik Warsky",505,21
"3427","Sissy Welch",505,3
"3428","Viky Moreux",505,19
